PLAYER,TEAM,AGE,POS,HANDED,GP,G,A,P,P/GP,+/-,Sh,Sh%,TOI,W,L,SO,GAA,Sv%,CLAUSE,EXPIRY,CAP HIT,SALARY
1151. Jesse Puljujärvi,PIT,25,RW,Right,22,3,1,4,0.18,2,29,0.10,09:11,-,-,-,-,-,,UFA,"$800,000","$775,000"
1152. Kyle MacLean,NYI,24,"LW, C",Left,32,4,5,9,0.28,5,26,0.15,10:05,-,-,-,-,-,,RFA,"$800,000","$800,000"
1153. Travis Dermott,UTA,26,LD/RD,Left,50,2,5,7,0.14,-14,38,0.05,17:16,-,-,-,-,-,,UFA,"$800,000","$800,000"
1154. Patrick Brown,BOS,31,"C, RW",Right,11,0,1,1,0.09,-3,7,0.00,08:49,-,-,-,-,-,,UFA,"$800,000","$800,000"
1155. Cale Fleury,SEA,24,RD,Right,1,0,0,0,0.00,1,1,0.00,13:30,-,-,-,-,-,,RFA,"$800,000","$775,000"
1156. Saige Weinstein,COL,18,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$800,000",$0
1157. Mike Hardman,CHI,24,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$800,000","$850,000"
1158. Joey Anderson,CHI,25,RW,Right,55,5,12,17,0.31,5,57,0.09,13:32,-,-,-,-,-,,RFA,"$800,000","$800,000"
1159. Blake Wheeler,NYR,36,RW,Right,54,9,12,21,0.39,2,83,0.11,12:43,-,-,-,-,-,NTC,UFA,"$800,000","$800,000"
1160. Oskar Steen,BOS,25,"C, RW",Right,34,1,0,1,0.03,-2,24,0.04,09:04,-,-,-,-,-,,UFAGroup 6,"$800,000","$800,000"
1161. Robin Salo,NYI,24,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$800,000","$850,000"
1162. Hayden Hodgson,LAK,27,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$800,000","$800,000"
1163. Nick Bonino,-,35,"C, LW",Left,45,1,4,5,0.11,-12,31,0.03,12:15,-,-,-,-,-,,UFA,"$800,000","$800,000"
1164. Ryan Lomberg,FLA,28,"LW, RW",Left,75,5,2,7,0.09,-1,68,0.07,09:32,-,-,-,-,-,,UFA,"$800,000","$825,000"
1165. Steven Santini,LAK,28,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$800,000","$800,000"
1166. Zachary Sanford,CHI,28,"LW, RW",Left,29,0,6,6,0.21,0,24,0.00,10:50,-,-,-,-,-,,UFA,"$800,000","$800,000"
1167. Tyler Tucker,STL,23,LD/RD,Left,26,1,1,2,0.08,1,17,0.06,12:27,-,-,-,-,-,,RFA,"$800,000","$800,000"
1168. Luke Glendening,TBL,34,"C, RW, LW",Right,81,10,1,11,0.14,-2,57,0.18,11:36,-,-,-,-,-,,UFA,"$800,000","$800,000"
1169. Chad Ruhwedel,NYR,33,RD,Right,52,1,3,4,0.08,-6,35,0.03,12:41,-,-,-,-,-,,UFA,"$800,000","$800,000"
1170. Connor Dewar,TOR,24,"LW, C",Left,74,11,8,19,0.26,-8,77,0.14,11:39,-,-,-,-,-,,RFA,"$800,000","$850,000"
1171. Alex Stalock,ANA,35,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$800,000","$800,000"
1172. Jon-Randall Avon,PHI,19,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$800,000","$850,000"
1173. Mackenzie Entwistle,CHI,23,"LW, C",Right,67,5,6,11,0.16,-29,66,0.08,11:23,-,-,-,-,-,,RFA,"$800,000","$850,000"
1174. Joe Snively,WSH,27,LW,Left,3,0,0,0,0.00,-1,0,0.00,08:20,-,-,-,-,-,,UFA,"$800,000","$850,000"
1175. Reese Johnson,CHI,24,"RW, C",Right,42,2,3,5,0.12,-20,51,0.04,10:55,-,-,-,-,-,,RFA,"$800,000","$850,000"
1176. Mark Giordano,TOR,39,LD,Left,46,3,6,9,0.20,10,59,0.05,16:37,-,-,-,-,-,,UFA,"$800,000","$800,000"
1177. Otto Koivula,NYI,24,"LW, RW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$800,000","$850,000"
1178. Thomas Novak,NSH,26,C,Left,71,18,27,45,0.63,-3,113,0.16,14:12,-,-,-,-,-,,UFA,"$800,000","$800,000"
1179. Brendan Lemieux,CAR,27,"LW, RW",Left,32,3,2,5,0.16,0,29,0.10,08:00,-,-,-,-,-,,UFA,"$800,000","$800,000"
1180. Cal Foote,NJD,24,RD,Right,4,0,1,1,0.25,3,0,0.00,14:46,-,-,-,-,-,,RFA,"$800,000","$800,000"
1181. Tyler Motte,TBL,28,"LW, RW",Left,69,6,3,9,0.13,-8,83,0.07,12:26,-,-,-,-,-,,UFA,"$800,000","$800,000"
1182. Michael Eyssimont,TBL,26,"RW, C",Left,81,11,14,25,0.31,7,149,0.07,11:51,-,-,-,-,-,,UFA,"$800,000","$800,000"
1183. Samuel Bolduc,NYI,22,LD,Left,34,2,3,5,0.15,-4,32,0.06,13:08,-,-,-,-,-,,RFA,"$800,000","$800,000"
1184. Yegor Chinakhov,CBJ,22,"RW, LW",Left,53,16,13,29,0.55,-3,110,0.15,15:10,-,-,-,-,-,,RFA,"$800,000","$800,000"
1185. Andreas Johnsson,-,28,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$800,000","$800,000"
1186. Givani Smith,SJS,25,"LW, RW",Left,36,1,3,4,0.11,-13,31,0.03,07:48,-,-,-,-,-,,UFA,"$800,000","$800,000"
1187. Luke Evangelista,NSH,21,RW,Right,80,16,23,39,0.49,0,172,0.09,13:57,-,-,-,-,-,,RFA,"$797,500","$775,000"
1188. Jack Finley,TBL,20,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$797,500","$775,000"
1189. Tristen Robins,SJS,21,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$797,500","$775,000"
1190. Matthew Robertson,NYR,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$797,500","$800,000"
1191. Zayde Wisdom,PHI,21,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$797,500","$775,000"
1192. Nicholas Robertson,TOR,21,"LW, RW",Left,56,14,13,27,0.48,4,96,0.15,11:22,-,-,-,-,-,,RFA,"$796,667","$775,000"
1193. Nolan Lalonde,CBJ,19,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$796,111",$0
1194. Anson Thornton,UTA,20,G,Right,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$795,556","$840,000"
1195. Dmitri Kuzmin,WPG,20,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$795,556","$867,500"
1196. Vasili Ponomarev,PIT,21,C,Left,2,1,1,2,1.00,1,1,1.00,09:40,-,-,-,-,-,,RFA,"$795,000","$775,000"
1197. Luke Prokop,NSH,21,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$793,333","$775,000"
1198. Lukas Cormier,VGK,21,LD,Left,2,0,1,1,0.50,1,3,0.00,17:17,-,-,-,-,-,,RFA,"$793,333","$775,000"
1199. Blake Murray,CAR,21,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$791,667","$815,000"
1200. Luke Henman,SEA,23,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$791,667","$815,000"
1201. Griffin Mendel,CAR,24,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$790,000","$790,000"
1202. Vladislav Kolyachonok,UTA,22,LD/RD,Left,5,1,3,4,0.80,5,5,0.20,12:28,-,-,-,-,-,,RFA,"$789,167","$775,000"
1203. Egor Afanasyev,NSH,22,"C, LW",Left,2,0,0,0,0.00,-1,5,0.00,12:59,-,-,-,-,-,,RFA,"$789,167","$775,000"
1204. Dillon Hamaliuk,PIT,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$789,167","$775,000"
1205. Nathan Légaré,NJD,22,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$789,167","$775,000"
1206. Artemi Kniazev,WPG,22,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$789,167","$775,000"
1207. Kaedan Korczak,VGK,22,RD,Right,26,1,8,9,0.35,12,32,0.03,16:30,-,-,-,-,-,,RFA,"$789,167","$775,000"
1208. Nikita Okhotiuk,CGY,22,LD,Left,52,1,8,9,0.17,-24,52,0.02,15:54,-,-,-,-,-,,RFA,"$789,167","$775,000"
1209. Aliaksei Protas,WSH,22,"RW, LW, C",Left,78,6,23,29,0.37,-3,113,0.05,13:44,-,-,-,-,-,,RFA,"$789,167","$775,000"
1210. Joel Hanley,CGY,32,LD/RD,Left,42,1,4,5,0.12,3,19,0.05,13:53,-,-,-,-,-,,UFA,"$787,500","$775,000"
1211. Ben Harpur,NYR,28,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$787,500","$775,000"
1212. Jared McIsaac,DET,23,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$787,500","$787,500"
1213. Akito Hirose,VAN,24,LD,Left,3,0,0,0,0.00,1,0,0.00,12:06,-,-,-,-,-,,RFA,"$787,500","$775,000"
1214. Julien Gauthier,NYI,25,RW,Right,27,5,4,9,0.33,-5,32,0.16,10:10,-,-,-,-,-,,UFA,"$787,500","$775,000"
1215. John Lethemon,DET,26,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$787,500","$787,500"
1216. Wyatt Newpower,DET,25,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$787,500","$787,500"
1217. Jakub Lauko,BOS,23,"LW, RW",Left,60,2,8,10,0.17,-3,43,0.05,09:49,-,-,-,-,-,,RFA,"$787,500","$775,000"
1218. Hunter Jones,MIN,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$787,500","$787,500"
1219. Olle Lycksell,PHI,23,RW,Left,18,1,4,5,0.28,0,29,0.03,09:56,-,-,-,-,-,,RFA,"$787,500","$775,000"
1220. T.J. Tynan,LAK,31,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$787,500","$775,000"
1221. Tyler Pitlick,NYR,31,RW,Right,34,1,3,4,0.12,-6,32,0.03,10:11,-,-,-,-,-,,UFA,"$787,500","$787,500"
1222. Arturs Silovs,VAN,22,G,Left,4,-,-,-,-,-,-,-,-,3,0,0,2.47,.881,,RFA,"$786,111","$775,000"
1223. Wade Allison,NSH,25,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$785,000","$820,000"
1224. Magnus Hellberg,FLA,32,G,Left,3,-,-,-,-,-,-,-,-,1,0,0,2.52,.922,,UFA,"$785,000","$785,000"
1225. Marcus Kallionkieli,-,22,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$784,722","$775,000"
1226. Navrin Mutter,NSH,22,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$776,667","$785,000"
1227. Austin Watson,TBL,31,"RW, LW",Right,33,2,2,4,0.12,2,17,0.12,07:15,-,-,-,-,-,,UFA,"$776,665","$776,665"
1228. Riley Nash,NYR,34,"C, RW",Right,1,0,0,0,0.00,0,1,0.00,11:05,-,-,-,-,-,,UFA,"$775,000","$775,000"
1229. Grigori Denisenko,VGK,23,"LW, RW",Right,6,0,0,0,0.00,-3,5,0.00,10:50,-,-,-,-,-,,RFA,"$775,000","$775,000"
1230. Jack Ahcan,COL,26,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1231. William Lockwood,FLA,25,RW,Right,26,0,1,1,0.04,2,19,0.00,08:11,-,-,-,-,-,,UFA,"$775,000","$775,000"
1232. Axel Jonsson-Fjällby,WPG,25,LW,Left,26,2,3,5,0.19,6,23,0.09,08:06,-,-,-,-,-,,UFA,"$775,000","$775,000"
1233. Luke Philp,CHI,27,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1234. Mathias Laferrière,STL,23,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$775,000","$775,000"
1235. Joshua Dunne,CBJ,24,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1236. Adam Gaudette,STL,26,"C, RW",Right,2,0,0,0,0.00,0,0,0.00,09:48,-,-,-,-,-,,UFA,"$775,000","$775,000"
1237. Jeremy Davies,BUF,26,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1238. Nick Swaney,MIN,25,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1239. Bokondji Imama,OTT,26,LW,Left,6,0,0,0,0.00,1,1,0.00,05:35,-,-,-,-,-,,UFA,"$775,000","$775,000"
1240. Jimmy Schuldt,SEA,28,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1241. Anthony Richard,BOS,26,"LW, RW",Left,9,1,2,3,0.33,0,6,0.17,10:36,-,-,-,-,-,,UFA,"$775,000","$775,000"
1242. Mitchell Chaffee,TBL,25,RW,Right,30,4,3,7,0.23,2,27,0.15,11:17,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1243. Jiri Patera,VGK,24,G,Left,6,-,-,-,-,-,-,-,-,1,3,0,3.99,.893,,UFAGroup 6,"$775,000","$775,000"
1244. Lias Andersson,MTL,24,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$775,000","$775,000"
1245. Dylan Gambrell,TOR,26,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1246. Jasper Weatherby,NSH,25,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1247. Victor Mete,PHI,25,LD/RD,Left,1,0,0,0,0.00,0,0,0.00,10:52,-,-,-,-,-,,UFA,"$775,000","$775,000"
1248. Benjamin Jones,CGY,24,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1249. Nathan Smith,UTA,24,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1250. Chris Tierney,NJD,29,C,Left,52,4,8,12,0.23,3,26,0.15,09:01,-,-,-,-,-,,UFA,"$775,000","$775,000"
1251. Dmitri Samorukov,PIT,24,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1252. Riley Nash,NYR,34,"C, RW",Right,1,0,0,0,0.00,0,1,0.00,11:05,-,-,-,-,-,,UFA,"$775,000","$775,000"
1253. Grigori Denisenko,VGK,23,"LW, RW",Right,6,0,0,0,0.00,-3,5,0.00,10:50,-,-,-,-,-,,RFA,"$775,000","$775,000"
1254. Jack Ahcan,COL,26,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1255. William Lockwood,FLA,25,RW,Right,26,0,1,1,0.04,2,19,0.00,08:11,-,-,-,-,-,,UFA,"$775,000","$775,000"
1256. Axel Jonsson-Fjällby,WPG,25,LW,Left,26,2,3,5,0.19,6,23,0.09,08:06,-,-,-,-,-,,UFA,"$775,000","$775,000"
1257. Nathan Walker,STL,29,LW,Left,45,7,6,13,0.29,-1,43,0.16,10:48,-,-,-,-,-,,UFA,"$775,000","$775,000"
1258. Mark Jankowski,NSH,28,"C, LW",Left,32,7,8,15,0.47,11,48,0.15,12:40,-,-,-,-,-,,UFA,"$775,000","$775,000"
1259. Jake Christiansen,CBJ,23,LD/RD,Left,12,0,2,2,0.17,-5,7,0.00,13:13,-,-,-,-,-,,RFA,"$775,000","$775,000"
1260. Fredrik Olofsson,COL,27,"C, LW",Left,57,3,6,9,0.16,-5,45,0.07,09:45,-,-,-,-,-,,UFA,"$775,000","$775,000"
1261. Gabriel Fortier,TBL,23,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$775,000","$775,000"
1262. Zane McIntyre,MIN,30,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$775,000","$775,000"
1263. Connor Brown,EDM,29,"RW, LW",Right,71,4,8,12,0.17,-8,108,0.04,12:47,-,-,-,-,-,,UFA,"$775,000","$775,000"
1264. Matthew Highmore,OTT,27,"LW, RW",Left,7,0,2,2,0.29,0,1,0.00,07:42,-,-,-,-,-,,UFA,"$775,000","$775,000"
1265. Matt Irwin,VAN,35,LD/RD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1266. Josh Jacobs,STL,27,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1267. Parker Wotherspoon,BOS,25,LD,Left,41,0,8,8,0.20,6,32,0.00,17:43,-,-,-,-,-,,RFA,"$775,000","$775,000"
1268. Troy Grosenick,NSH,33,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$775,000","$775,000"
1269. Trevor Carrick,ANA,28,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1270. Alex True,FLA,25,"C, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1271. Martin Pospisil,CGY,23,RW,Left,63,8,16,24,0.38,14,117,0.07,12:43,-,-,-,-,-,,RFA,"$775,000","$775,000"
1272. Justus Annunen,COL,23,G,Left,14,-,-,-,-,-,-,-,-,8,4,2,2.25,.928,,RFA,"$775,000","$775,000"
1273. Alex Limoges,WSH,25,"C, LW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$775,000","$775,000"
1274. Will Butcher,MIN,28,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1275. Kyle Keyser,BOS,24,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFAGroup 6,"$775,000","$775,000"
1276. Mathias Emilio Pettersen,DAL,23,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$775,000","$775,000"
1277. Akil Thomas,LAK,23,C,Right,7,3,1,4,0.57,0,9,0.33,08:43,-,-,-,-,-,,RFA,"$775,000","$775,000"
1278. Jonathan Gruden,PIT,23,LW,Left,13,1,0,1,0.08,-2,9,0.11,08:40,-,-,-,-,-,,RFA,"$775,000","$775,000"
1279. Justin Kirkland,UTA,26,"LW, RW",Left,2,0,0,0,0.00,0,1,0.00,07:13,-,-,-,-,-,,UFA,"$775,000","$775,000"
1280. Casey Fitzgerald,FLA,26,RD,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1281. Jesse Ylönen,MTL,23,"RW, LW",Right,59,4,4,8,0.14,2,50,0.08,10:14,-,-,-,-,-,,RFA,"$775,000","$775,000"
1282. Declan Chisholm,MIN,23,LD/RD,Left,31,3,6,9,0.29,-7,29,0.10,16:31,-,-,-,-,-,,RFA,"$775,000","$775,000"
1283. Samuel Laberge,NJD,26,C,Left,2,0,0,0,0.00,0,0,0.00,03:05,-,-,-,-,-,,UFA,"$775,000","$775,000"
1284. Mason Shaw,MIN,24,"LW, C",Left,20,1,2,3,0.15,0,21,0.05,08:11,-,-,-,-,-,,RFA,"$775,000","$775,000"
1285. Guillaume Brisebois,VAN,25,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1286. Zac Dalpe,FLA,33,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1287. Anton Blidh,NYR,28,"LW, RW",Left,1,0,0,0,0.00,-1,1,0.00,05:21,-,-,-,-,-,,UFA,"$775,000","$775,000"
1288. Michael Carcone,UTA,27,"LW, RW",Left,74,21,8,29,0.39,-2,111,0.19,11:16,-,-,-,-,-,,UFA,"$775,000","$775,000"
1289. Brayden Pachal,CGY,23,RD,Right,50,2,5,7,0.14,-3,52,0.04,14:40,-,-,-,-,-,,RFA,"$775,000","$775,000"
1290. Hunter Shepard,WSH,27,G,Left,4,-,-,-,-,-,-,-,-,2,1,0,3.20,.894,,UFA,"$775,000","$775,000"
1291. Jonas Johansson,TBL,27,G,Left,26,-,-,-,-,-,-,-,-,12,7,2,3.37,.890,,UFA,"$775,000","$775,000"
1292. Joona Koppanen,PIT,25,"LW, C",Left,4,0,0,0,0.00,0,4,0.00,07:48,-,-,-,-,-,,UFA,"$775,000","$775,000"
1293. Dryden Hunt,CGY,27,"LW, RW",Left,28,3,5,8,0.29,1,33,0.09,11:07,-,-,-,-,-,,UFA,"$775,000","$775,000"
1294. Mark Friedman,VAN,27,LD/RD,Right,23,0,1,1,0.04,4,16,0.00,12:13,-,-,-,-,-,,UFA,"$775,000","$800,000"
1295. Louis Domingue,NYR,31,G,Right,1,-,-,-,-,-,-,-,-,1,0,0,1.00,.962,,UFA,"$775,000","$800,000"
1296. David Gustafsson,WPG,23,"LW, C",Left,39,3,4,7,0.18,1,27,0.11,09:15,-,-,-,-,-,,RFA,"$775,000","$775,000"
1297. Ethen Frank,WSH,25,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,RFA,"$775,000","$775,000"
1298. Oscar Dansk,CGY,29,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$775,000","$775,000"
1299. Matt Murray,DAL,25,G,Left,1,-,-,-,-,-,-,-,-,1,0,1,0.00,1.000,,RFA,"$775,000","$775,000"
1300. Ryan McGregor,UTA,24,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1301. Ryan McGregor,UTA,24,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1302. Dakota Mermis,MIN,29,LD/RD,Left,47,3,5,8,0.17,-2,42,0.07,14:05,-,-,-,-,-,,UFA,"$775,000","$775,000"
1303. Matt Luff,DET,26,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1304. Philippe Maillet,MTL,30,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1305. Garrett Pilon,OTT,25,C,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1306. Justin Richards,BUF,25,"C, RW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1307. Wyatt Kalynuk,STL,26,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1308. Jeffrey Viel,WPG,26,LW,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1309. Maxime Lajoie,TOR,25,LD,Left,7,0,1,1,0.14,1,1,0.00,12:43,-,-,-,-,-,,RFA,"$775,000","$775,000"
1310. Ryan Shea,PIT,26,LD,Left,31,1,0,1,0.03,1,17,0.06,12:37,-,-,-,-,-,,UFA,"$775,000","$775,000"
1311. Colton Poolman,CGY,27,LD,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1312. Nolan Stevens,-,26,C,Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1313. Derrick Pouliot,DAL,29,LD,Left,5,0,0,0,0.00,-1,5,0.00,12:08,-,-,-,-,-,,UFA,"$775,000","$775,000"
1314. Karson Kuhlman,NYI,27,RW,Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1315. Hugh McGing,STL,24,"LW, C",Left,5,0,0,0,0.00,-5,4,0.00,08:22,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1316. Kole Lind,SEA,24,RW,Right,1,0,0,0,0.00,0,0,0.00,05:59,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1317. Kevin Mandolese,OTT,22,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,RFA,"$775,000","$775,000"
1318. Brett Murray,BUF,24,LW,Left,2,0,0,0,0.00,-1,1,0.00,07:58,-,-,-,-,-,,UFAGroup 6,"$775,000","$775,000"
1319. Brandon Scanlin,NYR,24,LD,Left,1,0,0,0,0.00,0,0,0.00,10:46,-,-,-,-,-,,RFA,"$775,000","$775,000"
1320. Jujhar Khaira,MIN,28,"LW, C",Left,1,0,0,0,0.00,0,1,0.00,08:05,-,-,-,-,-,,UFA,"$775,000","$775,000"
1321. Noah Gregor,TOR,24,"LW, RW",Left,63,6,6,12,0.19,-7,110,0.05,11:23,-,-,-,-,-,,RFA,"$775,000","$775,000"
1322. Justin Bailey,SJS,28,RW,Right,59,5,9,14,0.24,-15,70,0.07,11:16,-,-,-,-,-,,UFA,"$775,000","$775,000"
1323. Aaron Dell,LAK,34,G,Left,0,-,-,-,-,-,-,-,-,0,0,0,0.00,.000,,UFA,"$775,000","$775,000"
1324. Grant Hutton,NYI,27,RD,Right,2,0,0,0,0.00,1,0,0.00,08:46,-,-,-,-,-,,UFA,"$775,000","$775,000"
1325. Phillip Di Giuseppe,VAN,29,LW,Left,51,5,5,10,0.20,-1,52,0.10,12:05,-,-,-,-,-,,UFA,"$775,000","$775,000"
1326. Louis Belpedio,PHI,27,RD,Right,12,2,2,4,0.33,6,12,0.17,13:12,-,-,-,-,-,,UFA,"$775,000","$775,000"
1327. Noah Juulsen,VAN,26,RD,Right,54,1,6,7,0.13,-1,30,0.03,14:53,-,-,-,-,-,,UFA,"$775,000","$775,000"
1328. Alex Belzile,NYR,31,"C, RW",Right,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1329. Drake Caggiula,EDM,29,"LW, RW",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1330. Justin Dowling,NJD,32,"C, LW",Left,2,1,0,1,0.50,-2,3,0.33,10:31,-,-,-,-,-,,UFA,"$775,000","$775,000"
1331. Gage Quinney,VGK,27,"LW, C",Left,0,0,0,0,0.00,0,0,0.00,,-,-,-,-,-,,UFA,"$775,000","$775,000"
1332. Dylan McIlrath,WSH,31,RD,Right,3,0,1,1,0.33,1,1,0.00,10:18,-,-,-,-,-,,UFA,"$775,000","$775,000"
1333. Justin Brazeau,BOS,25,RW,Right,19,5,2,7,0.37,4,31,0.16,11:07,-,-,-,-,-,,UFA,"$775,000","$775,000"
1334. Zack MacEwen,OTT,26,"RW, C",Right,30,2,1,3,0.10,-4,17,0.12,06:23,-,-,-,-,-,,UFA,"$775,000","$775,000"
